,Title,Author,Fandoms,Required_tags,Datetime,Tags,ChatGPT_Tag,Summary,Language,Words,Chapters,Comments,Kudos,Bookmarks,Hits,Chapter_text
162,"Definitely, Probably: Orange Is The New Black",CreativeLiterature,Orange is the New Black,[],23 Mar 2023,"['No Archive Warnings Apply', 'Screenplay/Script Format']",No,"Your friend who has never seen the show, describes what a scene might look like.",English,239,1/1,,,,0,"INT. PRISON - DAY

 

We see a prison full of women in orange jumpsuits. They eat their food and occasionally glare at each other.

 

There is a loud beep and a prison door opens, and a nervous WOMAN joins a table.

 

WOMAN

Excuse me. I am new to prison.

 

SKEPTICAL INMATE

Come join us. But we will kill you, and worse, we will exclude you.

 

The WOMAN looks worried. The SKEPTICAL INMATE glares.

 

SKEPTICAL INMATE

So, how'd you get in?

 

WOMAN

Um, through the front door.

 

The SKEPTICAL INMATE stabs a knife into the table.

 

SKEPTICAL INMATE

No! What crime did you commit?

 

WOMAN

Oh, I'm innocent.

 

The SKEPTICAL INMATE glares. The WOMAN glances around.

 

WOMAN

Um, can I ask something?

 

SKEPTICAL INMATE

(glares)

What?

 

WOMAN

(whispering)

Are there any men here?

 

SKEPTICAL INMATE

No! They don't put the seat down and they do that weird staring thing when they're thinking and you could always stab them when they're doing that. Men don't know that, but we're thinking that.

 

WOMAN

I have once or twice.

 

The SKEPTICAL INMATE beams.

 

SKEPTICAL INMATE

Welcome! We have a lot of people here, and we all wear orange.

 

WOMAN

Yes, there is a lot of orange.

 

SKEPTICAL INMATE

Well, it is the new -

 

The WOMAN licks her lips and reaches across the table for food. The SKEPTICAL INMATE'S brows knit together.

 

SKEPTICAL INMATE

Dramaaaaaaaaaa!

 

KLAXONS sound and the orange jumpsuit-clad women all start fighting."
163,Love For The Other Side,Mateoswiss,Star Wars - All Media Types,[],23 Mar 2023,"['No Archive Warnings Apply', 'Obi-Wan Kenobi', 'Darth Malak', 'Original Characters', 'BAMF Obi-Wan Kenobi', 'Alternate Universe - Canon Divergence', 'Canon Divergence - Star Wars: The Clone Wars (2008)', 'The Jedi Order', 'Jedi Master Obi-Wan Kenobi', 'Unhappy Ending', 'forbidden relationship', 'First Meetings', 'The Force', 'The Light Side of the Force (Star Wars)', 'The Dark Side of the Force (Star Wars)', 'darth malak - Freeform', 'Sith Lords (Star Wars)', 'Lightsaber Battles (Star Wars)']",No,"Even on the other side, there can be love, but will it endure?",English,759,1/1,,,,9,"Obi-Wan Kenobi had always been devoted to the Jedi Order, and had never given much thought to the idea of love or romance. But all of that changed when he met Darth Malak, a male Sith Lord who had a way of making Obi-Wan feel things he had never felt before.Their first meeting was on the battlefield, as Obi-Wan led a group of Jedi against a Sith army. The battle was fierce, and Obi-Wan and Darth Malak found themselves facing off against each other in a one-on-one duel. Obi-Wan had always been a skilled warrior, but he was unprepared for the sheer power and ferocity of the Sith Lord. Despite his best efforts, Obi-Wan was defeated and captured.But instead of killing him, Darth Malak surprised Obi-Wan by offering him a proposition. ""Join me,"" he said, his deep voice sending shivers down Obi-Wan's spine. ""Together, we can rule the galaxy.""Obi-Wan was taken aback. He had never considered the idea of joining the Sith, let alone ruling the galaxy with one. But as he looked into Darth Malak's piercing blue eyes, he found himself drawn to him in a way he couldn't explain.Over the next few weeks, Obi-Wan found himself meeting with Darth Malak more and more frequently. They would discuss politics, philosophy, and the nature of the Force. Obi-Wan was surprised to find that despite their opposing views, he and the Sith Lord had much in common.As they spent more time together, Obi-Wan began to realize that he was developing feelings for Darth Malak. He tried to deny it at first, telling himself that it was just admiration for a worthy opponent. But as he saw the softer side of the Sith Lord, the way he cared for his troops and the people of his empire, Obi-Wan knew that it was something more.It wasn't long before Darth Malak realized that Obi-Wan was more than just a captive. He could sense the Jedi's growing affection for him, and began to return those feelings in kind. He would take Obi-Wan on long walks through the gardens of his palace, showing him the beauty of the Sith Empire and the wonders of the Force.Obi-Wan was torn. He knew that his feelings for Darth Malak were forbidden, that they went against everything he had been taught as a Jedi. But he couldn't help the way he felt, and the more time he spent with the Sith Lord, the more he realized that he wanted to be with him, to explore these new feelings and see where they might lead.It all came to a head one night, as Obi-Wan and Darth Malak sat together in the throne room of the Sith palace. They had been discussing the nature of good and evil, and how the lines between the light and dark sides of the Force were not as clear as they seemed.Darth Malak leaned in close to Obi-Wan, his breath hot on his neck. ""You know,"" he whispered, ""we could explore those lines together. We could find our own balance in the Force.""Obi-Wan's heart raced. He knew what Darth Malak was suggesting, and he wanted it more than anything. But he couldn't bring himself to betray the Jedi Order, to turn his back on everything he had ever known.In the end, Obi-Wan chose to remain true to his Jedi ideals. He thanked Darth Malak for his kindness and his hospitality, but said that he could not stay with him. Darth Malak was disappointed, but he respected Obi-Wan's decision, knowing that the Jedi had the strength and conviction to stay true to his beliefs.As Obi-Wan left the Sith palace and returned to the Jedi Temple, he couldn't help but feel a sense of longing and regret. He knew that he had made the right decision, but a part of him still yearned for the connection he had felt with Darth Malak.Over the years, Obi-Wan would think back on his time with the Sith Lord, and wonder what might have been if he had made a different choice. But he knew that he had made his decision, and that he had to live with the consequences.Despite the conflict within him, Obi-Wan remained devoted to the Jedi Order and the ideals it stood for. And though he never forgot the feelings he had shared with Darth Malak, he knew that his duty as a Jedi was to put those feelings aside and focus on his mission to serve the greater good of the galaxy."
164,Valentine’s Surprise,erikaeurekajoe,SEVENTEEN (Band),[],23 Mar 2023,"['No Archive Warnings Apply', 'Choi Seungcheol | S.Coups', 'Yoon Jeonghan', 'Hong Jisoo | Joshua', 'Wen Jun Hui | Jun', 'Lee Jihoon | Woozi', 'Boo Seungkwan', 'Chwe Hansol | Vernon', 'Lee Chan | Dino', 'Alternate Universe', 'Relationship Reveal', ""Valentine's Day"", 'Mwahrch fic']",No,"It’s Valentine’s day, and Choi Seungcheol is roaming the school halls with a gift.",English,412,1/1,,10,,71,"Jeonghan and Jisoo had just sat down when they heard squeals coming from the corridor. They looked at each other wondering what was going on. They tried to look but the doors were too crowded to see.“Well whatever it is, I hope they don’t all come running in here.” Jisoo says rubbing his temples before opening a book.Jeonghan partly agrees, face down on the desk. It was only a few minutes later when they hear soft snoring coming from him. They shook their heads fondly before they continue chatting.“It’s Choi Seungcheol,” Jun says as he pushes his way through the crowded door, “he’s walking around with what looks like a Valentine’s gift.”“And almost all the girls are hoping it’s them.” Jihoon added in, following through the gap Jun made.“I just wish he finds who he’s looking for so everyone can shut up.” Seungkwan groaned as he held his head, nursing a hangover. They all chuckled as he tried to glare at everyone else from behind his shades.“Ugh, I told you we should have skipped.” Dino complained, walking in beside Vernon, just as it was announced that classes were canceled for the day.“He’s here.” They heard a girl frantically whisper from the front, and they watched as a nervous energy settled around the room.They all saw Seungcheol poke his head through the door, letting out a gummy smile as he sees who he’s looking for. They couldn’t pinpoint who it was, almost every girl desperately making eye contact with him, hoping it was her.He walked into the room, his hands full with a box. He passed girls left and right, paying no mind to their mutters, or cries of frustration and sadness. He heads all the way to the back where they were.They all looked at one another with wide eyes, before it widened even further as Seungcheol stopped by a blonde head. He reached out a hand and ran it through the blonde locks, from where they were sitting they can hear Jeonghan beginning to wake up.“Who is it?” Jeonghan mutters, rubbing his eyes and imagine his surprise when he sees Seungcheol standing in front of him.He bends down and gives Jeonghan a peck on the cheek.“Happy Valentine’s day babe.” He says, placing the gift on Jeonghan’s table. “I’ll see you later.”Jeonghan chuckles nervously as he feels the stares of his friends, all demanding an explanation. “Haha… surprise?…”"
165,"Definitely, Probably: Euphoria",CreativeLiterature,Euphoria (TV 2019),[],23 Mar 2023,"['No Archive Warnings Apply', 'Blonde Girl', 'Brunette Girl', 'Teen Guy', 'Screenplay/Script Format']",No,"Your friend who has never seen the show, describes what a scene might look like.",English,391,1/1,,,,1,"INT. GYMNASIUM - DAY

 

We see a dark-haired girl and a blonde-haired girl facing each other in a gym. The dark-haired girl is glowering while the blonde-haired girl is clenching her fists.

 

BLONDE GIRL

Oh, I have so much feelings, this sucks!

 

BRUNETTE GIRL

You have to wing it! Do the dab!

 

The BLONDE GIRL screws up her eyes and stomps her foot.

 

BLONDE GIRL

No, Brunette Girl! I have to let it out! I have to sing - aaaaaaahhhh...

 

The BLONDE GIRL dramatically gestures.

 

BLONDE GIRL

No, I must dance!

 

The BLONDE GIRL goes into a beatbox rhythm. The BRUNETTE GIRL stares, with a wide open mouth.

 

BRUNETTE GIRL

That can't be healthy. Come take some drugs.

 

BLONDE GIRL

No!

 

BRUNETTE GIRL

They're herbal, by science.

 

The BLONDE and BRUNETTE GIRLS neck the drugs. They lay on the floor doing snow angels.

 

BLONDE GIRL

Everything is beautiful. I'm very young but tortured.

 

BRUNETTE GIRL

Harden up! But not how they did in the olden days. Harden up in the way that promotes self growth and diversity.

 

BLONDE GIRL

Yes!

 

The GYM DOOR opens and a chiseled, handsome TEEN GUY walks in.

 

TEEN GUY

I'm very ready to practice safe sex and be open about my feelings.

 

BLONDE GIRL

Oh my god, join us!

 

BRUNETTE GIRL

Yes, but I do wish teenagers looked like twenty-something year olds, like they used to in the olden days shows.

 

BLONDE GIRL

Pah! We have feelings and we are not afraid!

 

BRUNETTE GIRL

And representation!

 

BLONDE GIRL

And makeup!

 

TEEN GUY

And -

 

The BLONDE and BRUNETTE GIRLS glare.

 

BLONDE GIRL

No, we're not done yet. You wait your turn.

 

The TEEN GUY stares.

 

BRUNETTE GIRL

What's wrong?

 

TEEN GUY

I'm hurt, but I don't know how to show it.

 

The BRUNETTE GIRL shrugs.

 

BRUNETTE GIRL

It's cos our generation don't get embarrassed or feel cringe. We're superpowers!

 

BLONDE GIRL

No feelings! Lots of feelings!

 

TEEN GUY

Down with the boomers!

 

The BLONDE and BRUNETTE GIRL glare.

 

BRUNETTE GIRL

That's not cool.
 

BLONDE GIRL

Yeah, that's not cool.

 

The TEEN GUY stares.

 

TEEN GUY

I'm feeling something, but I'll let you know with my words.

 

BLONDE GIRL

Great! As long as we speak, others won't need to read into our body language!

 

BRUNETTE GIRL

So clear! Feelings up front!

 

The three continue snow angels on the gymnasium floor."
166,I Hope It Was Me,TrashPandaGuy,The Owl House (Cartoon),[],23 Mar 2023,"['Creator Chose Not To Use Archive Warnings', 'Gus Porter', 'Mattholomule (The Owl House)', 'Secret Crush', 'Friendship/Love', 'Silly', 'Teen Romance']",No,Mattholomule shares a one-sided moment with Gus.,English,463,1/1,4,8,,29,"Mattholomule sat across from Augustus.Students swarmed the cafeteria, causing and leaving all sorts of chaos.Mattholomule worried it might wake him, the sleeping illusionist witch, his sleeping beauty. He studied the boy, he acknowledged the way his cheek squished against the table, the way his mouth hung just slightly open. This reassured him, that even with the screams coming from the students being dragged to detention, that he'd rest peacefully.He felt sick, just watching this person, who fascinated him so.He wanted to explode in Augustus’ presence, he wanted to see his smile, and hear his cringe jokes, but of course, he slept…Mattholomule raised his hand in the boy's direction, finding itself in the outer layer of the tangles and curls of hair.He figured this would satisfy his unfulfilled desires.He let a finger wind itself in one of the coils, and then gently he pulled, letting it circle around and then off.Before he could go again, Augustus tensed.Mattholomule jumped back at the sound of his voice.""n~... no, stay."" Agustus muttered.""ma-...Matt…"" He continuedMattholomule brought himself close again to listen to the broken up sentences spoken from the still sleeping Gus.'Could he be…dreaming of me?'Mattholomule placed his hand once again on the other boy's head, inching closer, listening for confirmation.Mattholomule's body grew warm, his chest became heavy. His breathing was now uncontrollable as he distributed weight throughout his body, almost losing balance multiple times as he leaned furthermore over the table.And then he watched as the other boy's eyes slowly blinked open.In any other circumstance, Mattholomule would have been overrun with joy, pure bliss even, but not In this case.Anxiety grabbed his heart and pulled.He threw the hand that rested on his head up and brought it down with a firm chop.""WAke uP!"" Mattholomule almost yelled, with an unintentional squeak.Augustus sat back with his hands covering where Mattholomule had just struck.""I'm awake~"" Augustus whined.His face was scrunched, decorated with sleep and drool.Mattholomule acknowledged this, and then he acknowledged Augustus as a whole.He found himself giggling. Not just at Augustus, but the whole situation that occurred.It was a thrill.""What's funny?"" Augustus said, pointing his finger at the other boy.Mattholomule laughed harder at the fact that Gus could barely focus on him, seeing his finger and body drift, fighting his daze.""It's nothing, Augustus. You look like you lost a fight with a baby griffin."" He said, hiding his smile and giggles from him.Then he calmed himself, he took in the boy with his eyes. He let himself be taken over with the familiar comfort of his presence.And to himself, he said, 'I hope it was me.'"
167,in vino veritas,dandelionbunny,The Queen's Thief - Megan Whalen Turner,[],23 Mar 2023,"['No Archive Warnings Apply', 'Attolia | Irene', ""Relius (Queen's Thief)"", 'Best Friends', 'Alcohol', 'In Vino Veritas', 'Besties Talking About Boys', 'Engagement']",No,Irene and Relius get drunk and talk about Eugenides.,English,594,1/1,3,9,,18,"""I think we are all doomed,"" Irene blurted out, after her third glass of wine. Under the guise of celebration, she had not asked her attendants to water anything down, but she did not think they fell for it. Relius certainly hadn't, but he never fell for anything, so that was hardly a surprise. The Secretary of the Archives raised a brow at her. He was only halfway through his second glass, but he was not engaged to be married, so Irene suspected he had less to avoid contemplating. ""It is not too late to have him killed, you know,"" he offered. ""I could not pull it off. They are already expecting that of me, after what happened to my previous husband."" The words sounded strained to her ears, but she held her head high as he had taught her. He clicked his tongue thoughtfully. ""Trust me, Your Majesty. I could make it seem like an accident."" She shook her head. ""No, we have more civility than that, I would hope,"" but as soon as she heard it, she knew Relius would clock it as an excuse. It was an excuse, and a lazy one at that. Why could she not just admit it? Was the truth really such an awful thing? He had the grace not to call her out. ""He kidnapped you,"" was all he said. ""You know how Eddis loves her cousin, and they already think me a monster in the mountain country."" She paused to set her glass down, upright so that her attendants would know that it should be refilled. ""Some days, I doubt that my own people see me as a queen with much compassion. And can I blame them? I do not know when I lost my humanity, Relius."" She was rambling, saying more than was politically astute — things she often did when the two of them were drinking together. He narrowed his eyes. ""You never cared much for humanity before you met the Thief, Irene. I wonder if I will ever understand what changed."" The words were careful, more an offer than a question. She wondered if it was a reminder that he would listen, or more a promise that he would not repeat what he heard. Perhaps a bit of both. She held her tongue, watching with unnecessary care as one of the attendants refilled her glass. So focused was she that she did not even care to see who was doing it; she only watched with abundant interest. She then took a careful sip, her eyes turning back on Relius. He had been watching her with interest of his own. ""Is it such a crime to worry for my reputation?"" Relius set his cup down and stared at her, face contorted with suspicion. ""You want to marry him."" ""It does not m–"" He shook his head, baffled. ""No, Irene, you–"" ""He gives me hope,"" she said curtly. ""Some faith that perhaps the salvation of mankind is not as hopeless as it sometimes seems."" Something about this admission troubled Relius. Irene suspected it pertained to more than just the implication this had for international politics, as he seemed to be struck quite speechless — gaping at her like she suddenly had a full-grown pitneen perched on her head. ""A criminal gives you hope for the salvation of mankind? Irene."" Irene felt her cheeks flush. Yes, it did sound rather ridiculous when he put it like that, but it was still true. ""I think that I may love him, Relius."" ""May the Gods help us all, then."""
168,The Ways Of War,666Ravenous,僕のヒーローアカデミア | Boku no Hero Academia | My Hero Academia (Anime & Manga),[],23 Mar 2023,"['Creator Chose Not To Use Archive Warnings', 'Major Character Death', 'Midoriya Izuku', 'Todoroki Shouto', 'Kaminari Denki', 'Class 1-A (My Hero Academia)', 'Shigaraki Tomura | Shimura Tenko', 'Class 1-A as Family (My Hero Academia)', 'Supportive Class 1-A (My Hero Academia)', 'TodoDeku Week', 'Quirkless Midoriya Izuku', 'Midoriya Izuku Has a Quirk', 'BAMF Midoriya Izuku', 'Midoriya Izuku Needs A Hug', 'Hurt Midoriya Izuku', 'Tired Midoriya Izuku', 'I Wrote This Instead of Sleeping', ""I Can't Believe I Wrote This"", 'Angst with a Happy Ending', 'Fluff and Angst']",No,Izuku kills Tomera in the war and does a little press conference 3 days after.,English,507,1/1,,6,,61,"Izuku stands at the podium ready to give his victory speech. Looking down at the crowd of reporters aiming their cameras at him. It's been 3 days since Tomera Shigaraki was killed in the final battel. Everyone waiting for Izuku to give his statement on the last public battle that destroyed thousands of homes and businesses also killing many civilians. As is war.Clearing his throat ""Can things really be okay anymore after the war?"" Izuku starts. ""All Might is gone his last sacrifice to the people is as the same as his debut as a hero saving 100 people before being crushed, Midnight barley even got mentioned by the media when she passed early on. Hawks having his wings ripped off on multiple occasions just to go fight again in the next few days."" his usual studder not coming though speaking clearly. ""Is our suffering going to come to an end anytime soon? Or will everything just happen all over again? You know the saying. ""History repeats itself"" I guess it already did. This was similar to the first quirk war. When quirks were fewer and far between. Maybe that's just the way the world works. Could we ever really be happy with the outcome of this war?  Even the winners are losers in a war. If that's what you call it. ""winning"". I don't really believe anyone ""wins"" a war, but history is always decided by the winner. The only stories ever recorded are by the winning side. It's the sad truth of reality.  Izuku keeping a strong demanding tone in his voice. ""The ""winners"" of this war are kids."" his voice braking slightly. ""We wanted to be hero's, yes. Not soldiers, fighting for a war that wasn't meant for us in the first place. The kids in the war are 16, we don't even have full hero licenses, but the war is over. we won. shouldn't we be happy? Can we be happy?"" Izuku desperately asks the crowd, looking around he sees many of the reporters crying. ""I grew up quirkless, till the entrance exams of UA."" he blurts out suddenly after a while of silence. ""People hurt people, and hurt people, hurt people. I know what Tomara Shigaraki did was wrong, but he was also someone hurt. someone hurt him too."" Izuku looks down and sighs. ""Thats all."" Izuku ignores the reporters tying to scream questions at him and just moves though to his friends that usher him into the car to get away as fast as possible. Izuku cuddles up next to his boyfriend finally relaxing a little. ""You did amazing Zuku."" Shoto kisses his fluff of green hair hugging onto him tightly. ""Thanks, Sho."" Izuku says returning the hug while the rest of his classmates commented about how stunned the reporters looked when he told them he was quirkless. ""Their faces were priceless!"" Denki says. Izuku's glad he told them about it after they all got back to the dorms right after the war. Izuku's happy to be with his family."
169,Our slutty bottom,Mikey_lover,Dream SMP,[],23 Mar 2023,"['Creator Chose Not To Use Archive Warnings', 'Clay | Dream (Video Blogging RPF)', 'Sapnap (Video Blogging RPF)', 'GeorgeNotFound (Video Blogging RPF)', 'Bottom Clay | Dream (Video Blogging RPF)', 'Author Is Sleep Deprived', 'The Author Regrets Nothing', 'Author is a Clay | Dream Apologist (Video Blogging RPF)']",No,Just me making your dream centric smut shot shots in to reality,English,128,1/?,,1,,42,"Chapter Text
Ok so here's where you can request for ships and you know the plot/kinks/fetishesPlease put it out like this so it's easier for meShip name:Au(alternative universe)/time line:Fetishes/kinks:Plot:Ofcourse if you want you can just say the ship and au/timeline and I'll think of a plot/kind and fetishes myself Things I won't do:Skat
Water sports(basically piss kink)
Shit/fart kink
And some gore like intestines I won't doOther than those you can make it as dark as you want,but if I say I won't do a specific ship than understand you won't see it as it makes me uncomfortable but I will change the ship so you can still have your request done"
170,My Old Flame,Aligura,Elden Ring (Video Game),[],23 Mar 2023,"['No Archive Warnings Apply', 'Tarnished (Elden Ring)', 'White-Faced Varré (Elden Ring)', 'Fluff', '?? probably', ""that's all this is"", 'im cringe but free etc etc', 'One Shot', 'Male Tarnished (Elden Ring)']",No,The Tarnished and Varré rest inside the Rose Church for the night. A question arises.,English,655,1/1,,,,13,"“Varré...” the Tarnished mumbled, glancing at the masked man sitting across from him. He was cooking some sort of meat over the fire for dinner, it seemed.“Hm?” Varré looked up from the meat to the other man with a curious stare.“...Why do you always wear your mask?” The Tarnished ever so bluntly questioned. He was acting on impulse, unlike his usual self.Varré seemed caught off guard by the forwardness of the question for a moment. The Tarnished usually never asked something so…straightforward to him. He chucked, “That’s for me to know and you to not, my lambkin. Though…” Varré trails off for a moment, “Ah, nevermind that.”The Tarnished didn't prod further, simply looking at the fire and mumbling something quietly to himself that Varré didn't quite hear.It goes on like that in silence for a while. The only sounds to be heard were the flames flickering near the cooking pot and the noises of unknown creatures in the far off distance.When the food is done, Varré hands over the food, gloved hand brushing the Tarnishes lightly. The Tarnished glanced away with a bit of red on his face, mumbling a small “Thank you” before nibbling a bit on the meat.There was another bit of silence as he ate and Varré watched, until Varré decided to speak up.“Do you want to see it?”The Tarnished choked a little on his food, coughing, “...See what?” He asked. He knew. He knew he did, but he wanted to be sure.“My face.”The Tarnished stared at the other man from across the dimming fire for a moment. Unable to speak, he hesitantly gave a nod.Varré got up and sat close to the Tarnished, the latter clenching his fists on his knees.“My lambkin, why are you nervous? Hm?” Varré said. A smirk in his voice could be heard as he looked down at the man's hands. The Tarnished couldn't get himself to respond.Varré chucked a little, and moved his hands to slowly slip off his mask. The Tarnished looked the whole time, heart feeling like it’d pop out of his chest. The Tarnished didn't know what to expect. But what he saw still made him feel like he was about to absolutely explode.Varré could be seen smiling at him, a genuine one, the Tarnished thought.  The Tarnished stared at the several features of him, to the mark on his head, his eyes, his scars, his mouth -“Everything you expected, eh?” Varré spoke up, gloved hand sliding up to cradle the other's face.“More so…” The Tarnished mumbled. He hesitates a moment, but slowly lets his hand fall on Varré’s face as well.“Now, my lambkin, may I ask something from you?” Varré spoke with a small grin on his face. He receives another nod.“May I kiss you?” Varré said, nearing his face to the Tarnished. Their foreheads had hit together, and the Tarnished replied, “...Please…please do.”Varré was quick to initiate the kiss, tilting his head with a smile as he did so. The Tarnished felt a rush of emotions as he kissed back, moving his arms to wrap them around the others chest.They stayed there for a minute, and then two, and three, before the Tarnished had to pull back to breathe properly. He felt shaken and lightheaded, the hammering of his heart louder than before.Varré guided him and the Tarnished’s faces away from each other, seemingly a little out of breath as well. He shuffled their positioning so they were back to sitting side by side, and felt the Tarnished lean into his shoulder.Varré would've had a quip by now, but he seemed as content with the situation just as the Tarnished next to him had been. He slowly begins to pet Tarnished’s head, running hair through his hand.The night passes by slowly as they stay like that."
171,You Shouldn't be anywhere NEAR the Fight!,eL_oshki,原神 | Genshin Impact (Video Game),[],23 Mar 2023,"['Creator Chose Not To Use Archive Warnings', 'Zhongli (Genshin Impact)', 'Guizhong (Genshin Impact)', 'Millelith Members (Genshin Impact)', 'Hurt/Comfort', 'Angst with a Happy Ending', 'Angst', 'Platonic Relationships', 'Romantic Fluff']",No,You fought alongside Ningguang to fight Osial and disappeared ever so mysteriously. Your disappearance scared Zhongli as memories of Guizhong came to mind. He didn't want to lose you too.,English,936,1/1,,,,17,"The air felt cold yet soothing as the battle ended. Adepti and humanity worked together and Osial was once more silenced. You soothed the hearts and wounds of the Millelith who fought alongside the Adepti and the Qixing. “Calm your heart, your efforts will surely be seen. Here, let me heal this for you.” you soothed, your words hushed yet comforting.To the eyes of the Millelith you were a goddess, a healer and fighter; a shield and a sword.Yet none could’ve thanked your efforts as you had disappeared into the darkness, while the golden eyes of a Yaksha stared at your fading figure. Hours passed since that battle occurred, and even more after the Gnosis was given to the Fatui. The moon settled amongst the stars yet their serenity couldn’t calm the heart of the ex-Geo Archon. His leg bounced and his hands fumbled, anxiety rushing through his heart “Y/n.. Where are you..?” he pondered to himself yet even amidst his anxiety, his livid emotions soon stilled like stagnant waters. He groaned as he sat up from his chair, leaving the tea paid. He held his hand as it trembled, yet his strides were nothing but confident.Even if his body showed confidence, his heart trembled in anxiety.Everything was anything but familiar to him as he searched, even his own weary breaths felt nothing like his. His breath continued to be frigid with his heart beating louder and louder in his ears, a siren-like scream he closely listened to. The rhythm of anxiety he made wailed at him as his feet walked on the solid rock of the floor.As though time never existed, his mind fell to the thought of Guizhong.The image of her curled body set in stone and still, fate sealing her away from her life. Breath still yet a tranquil face, oh how he longed to see the past. He longed too much for the past; for her presence.His breath was trained, his travel to his “death” was not something his body could lose breath to. With a blink of an eye, there you were. It was you; the hair, the clothes, the skin. It had to be you. His heart skipped, yet this mist — the air wasn’t clear. Afterall, a battle with the Osial isn’t really what you want for clear sights. His steps were slow, his dress shoes singing that satisfying clack.Clack, clack, clack.It was faster— he was faster.“Y/N!” Zhongli breathed. Finally, he felt something familiar. His arm stretched forward, a hand grabbing for dear life. His hand grabbed your shoulder rather harshly yet worry was evident just by the way he grabbed onto you; the way he leaned into you.“Zhongli? What are you—” “Where were you?!”His voice screamed, with an image of the past flashed in front of you. He used to be like this— seemingly stern as he waged war amongst many gods who were against him. Silence fell upon you two, the mist blurred everything but him. You couldn’t bear to look away from him, not now. His face was surprised, then an indescribable face was what he wore. His hand trembled against you, his whole body did.“Where were you, Y/n.” He demanded, his voice—that stern voice was something you thought you’d never hear again. You were used to this commander voice of his, it was something you heard at Guizhong’s death.“I was defending Liyue.” “Why.”You couldn’t breathe; the way he responded so quickly, the way he stood over you… His height was nothing helpful as even the moon shined behind him, bringing shadow over his face. Even his eyes—what once was comforting is now eerily watching your every move. “I can’t just stand and watch the people fight alone! What do you want me to do?! I’m not going to gamble on the possibility of survival—It’s Osial, Zhongli! Osial!” You defended against him, your hand dug onto his.“And? They clearly were able to handle it—You shouldn’t even be anywhere near the fight.”“Excuse me?” Your words spat out so quickly, even your thoughts couldn’t help but be surprised. Your eyes scrawled under Zhongli’s eyes. “You’re too important, Y/N.”“I’m not!”“Yes. You. Are.”“No!”An exhausted groan left Zhongli’s sour face, how could you be so stubborn?His other hand grabbed onto your cheek, it was a harsh clash—the feel of leather gloves against your scrunched cheek. “Why can’t you just let me do this for you, Guizhong?!” He screamed, your hearts shattering as it left him.In that moment, he knew he failed again; he failed you, again.His eyes that once were filled with rage were now soft with guilt. How could he do this to you, again? His lip was left agape, it trembled ever so slightly. He crumbled under your relaxed gaze—why would you even look at him like that? Your eyes were ever so solemn and so understanding, how? His body hunched forward, hiding his face as he looked at the floor. Such a bewildered face, filled with shame and regret. You sighed, bringing his angular frame closer to you in an embrace. “Y/n… I—” “It’s okay. You don’t need to say sorry for anything. Let this pass over you, it’s nothing you should be ashamed of.” Your hushed voice lulled him to comfort, just as you did with the Millelith soldiers. Rubbing his back, you soothed him as sweet nothings were delicately whispered to his ear. Words of comfort only for you two to share."
